tenant_history_id,property_id,locality,bhk,monthly_rent,lease_start_date,lease_end_date,occupancy_status,tenant_name,created_at
TH1399,PROP1870,Sohna Road Gurgaon,3,24500,2025-07-14,2026-06-14,VACANT,Ijaya Dani,2024-02-02 02:53:54
TH1400,PROP1706,Gurgaon Golf Course Road,3,56300,2025-02-28,2026-12-28,OCCUPIED,Udant Aggarwal,2025-10-27 02:59:21
TH1401,PROP1078,North Delhi,4,32000,2026-06-26,2028-04-26,OCCUPIED,Panini Wali,2024-09-09 03:28:01
TH1402,PROP1280,Ghaziabad Indirapuram,4,25200,2024-03-28,2026-01-28,OCCUPIED,Hiral Dubey,2024-05-18 14:21:56
TH1403,PROP1697,Sohna Road Gurgaon,1,12500,2026-05-12,2028-03-12,VACANT,Azad Saini,2025-05-25 08:20:06
TH1404,PROP1731,Lajpat Nagar,1,18400,2026-05-11,2028-03-11,OCCUPIED,Wridesh Jhaveri,2023-10-03 07:05:42
TH1405,PROP1650,Golf Course Extension Road,4,48200,2025-05-01,2026-04-01,OCCUPIED,Chanakya Konda,2025-10-09 23:44:36
TH1406,PROP1966,Noida Sector 62,4,34800,2024-10-03,2026-08-03,OCCUPIED,Teerth Bhalla,2023-12-22 02:42:43
TH1407,PROP1090,Gurgaon Sector 45,4,39100,2026-07-12,2028-05-12,OCCUPIED,Eiravati Nagi,2024-04-06 03:27:33
TH1408,PROP1092,East Delhi,1,10000,2026-03-06,2028-01-06,VACANT,Odika Mital,2024-05-18 01:19:37
TH1409,PROP1013,Noida Sector 18,4,45500,2025-03-21,2026-02-21,OCCUPIED,Prisha Tandon,2023-09-10 22:27:06
TH1410,PROP1573,Pitampura,2,24000,2024-08-01,2025-07-01,OCCUPIED,Eiravati Saha,2024-10-10 21:38:00
TH1411,PROP1309,Noida Sector 150,4,36200,2024-06-13,2025-05-13,OCCUPIED,Urvashi Khosla,2026-02-06 04:53:01
TH1412,PROP1432,Noida Sector 62,4,38400,2024-06-14,2026-04-14,OCCUPIED,Ubika Bhardwaj,2025-03-28 18:44:53
TH1413,PROP1253,Faridabad Sector 15,2,13900,2026-06-14,2027-05-14,OCCUPIED,Lipika Kibe,2024-04-25 23:13:09
TH1414,PROP1972,Noida Extension,3,21200,2024-07-16,2026-05-16,VACANT,Shivani Prabhakar,2023-10-30 21:04:44
TH1415,PROP1338,Ghaziabad Indirapuram,3,20700,2025-09-21,2026-08-21,OCCUPIED,Charan Loyal,2024-09-06 20:01:09
TH1416,PROP1618,Dwarka Sector 21,4,43000,2025-05-13,2027-03-13,NOTICE_PERIOD,Elijah Guha,2025-12-19 05:39:00
TH1417,PROP1299,Faridabad Sector 15,2,13400,2025-04-24,2027-02-24,VACANT,Varenya Joshi,2026-02-28 06:19:29
TH1418,PROP1403,West Delhi,1,12200,2024-07-19,2025-06-19,OCCUPIED,Siddharth Gupta,2026-06-09 17:33:01
TH1419,PROP1559,Gurgaon Sector 45,1,15900,2023-11-26,2025-09-26,NOTICE_PERIOD,Xavier Jayaraman,2024-09-28 03:52:18
TH1420,PROP1215,Ghaziabad Indirapuram,3,22700,2024-04-08,2025-03-08,VACANT,Barkha Rai,2024-12-13 10:38:47
TH1421,PROP1815,Greater Noida,4,19700,2025-06-30,2027-04-30,OCCUPIED,Advika Parsa,2025-02-02 11:12:27
TH1422,PROP1675,Golf Course Extension Road,4,53900,2025-01-15,2025-12-15,OCCUPIED,Upasna Nagarajan,2026-04-18 09:55:57
TH1423,PROP1613,Ghaziabad Raj Nagar Extension,4,18100,2024-08-29,2026-06-29,OCCUPIED,Chakradev Kant,2025-10-10 18:26:55
TH1424,PROP1810,West Delhi,1,10000,2023-08-07,2024-07-07,OCCUPIED,Chakrika Dua,2024-02-21 12:50:15
TH1425,PROP1364,Gurgaon Sector 56,1,15800,2024-03-28,2026-01-28,NOTICE_PERIOD,Xalak Nazareth,2024-04-28 12:31:16
TH1426,PROP1340,Greater Noida Pari Chowk,1,6300,2026-01-05,2027-11-05,OCCUPIED,Triveni Ganguly,2025-10-01 11:26:39
TH1427,PROP1765,Faridabad Neharpar,2,9400,2024-08-09,2026-06-09,OCCUPIED,Vrinda Gour,2026-04-21 05:29:14
TH1428,PROP1696,Faridabad Sector 81,2,11600,2025-03-05,2026-02-05,OCCUPIED,Bahadurjit Borde,2026-05-22 05:24:14
TH1429,PROP1303,Greater Noida,1,7100,2025-07-21,2026-06-21,OCCUPIED,Nitara Devan,2026-01-29 18:09:42
TH1430,PROP1352,Ghaziabad Vasundhara,2,13100,2024-03-30,2026-01-30,OCCUPIED,Aditya Kamdar,2025-01-25 16:55:39
TH1431,PROP1449,Ghaziabad Indirapuram,3,18800,2024-09-01,2025-08-01,VACANT,Vinaya Babu,2023-07-28 19:24:52
TH1432,PROP1118,Vasant Kunj,3,46400,2025-03-16,2026-02-16,VACANT,Anay Wagle,2025-09-19 21:13:54
TH1433,PROP1759,Pitampura,2,23300,2025-02-26,2026-12-26,OCCUPIED,Anay Thakkar,2025-12-28 13:21:02
TH1434,PROP1982,Ghaziabad Vasundhara,2,13900,2025-07-28,2026-06-28,OCCUPIED,Hredhaan Char,2025-02-15 03:26:14
TH1435,PROP1674,Greater Noida Pari Chowk,4,17600,2024-04-09,2025-03-09,OCCUPIED,Irya Loke,2025-12-08 14:11:26
TH1436,PROP1440,Sohna Road Gurgaon,1,12300,2023-10-15,2024-09-15,OCCUPIED,Tripti Kohli,2026-07-10 13:57:46
TH1437,PROP1721,Lajpat Nagar,1,20900,2024-03-24,2025-02-24,OCCUPIED,Azad Chander,2024-10-07 15:14:39
TH1438,PROP1202,Ghaziabad Vasundhara,1,8000,2024-09-06,2026-07-06,OCCUPIED,Daksh Andra,2025-08-29 16:26:35
TH1439,PROP1655,Noida Sector 76,4,33300,2023-10-19,2024-09-19,OCCUPIED,Garima Chandran,2026-03-28 00:06:09
TH1440,PROP1866,Ghaziabad Vasundhara,2,14000,2026-04-22,2028-02-22,VACANT,Siddharth Soman,2024-05-13 14:35:24
TH1441,PROP1605,Gurgaon Golf Course Road,2,43000,2026-04-27,2027-03-27,OCCUPIED,Bachittar Gola,2026-05-04 05:33:23
TH1442,PROP1188,West Delhi,2,17000,2024-06-29,2026-04-29,OCCUPIED,Maanas Rao,2026-05-04 08:24:42
TH1443,PROP1589,Sohna Road Gurgaon,4,30000,2024-06-12,2025-05-12,OCCUPIED,Lopa Zachariah,2024-07-19 01:07:11
TH1444,PROP1502,Noida Sector 18,2,24000,2025-10-25,2027-08-25,OCCUPIED,Farhan Tella,2025-10-15 09:00:26
TH1445,PROP1887,East Delhi,1,9700,2024-08-02,2025-07-02,VACANT,Rajeshri Kata,2026-01-25 12:23:23
TH1446,PROP1987,Faridabad Sector 81,4,21100,2024-07-27,2026-05-27,OCCUPIED,Eta Balan,2025-06-15 09:14:10
TH1447,PROP1861,Ghaziabad Indirapuram,4,24800,2025-11-24,2026-10-24,VACANT,Vritti Kari,2024-08-14 10:23:39
TH1448,PROP1226,Noida Sector 18,1,16000,2026-05-16,2028-03-16,OCCUPIED,Quincy Rai,2023-10-23 11:02:58
TH1449,PROP1469,Faridabad Sector 15,1,9300,2025-05-28,2027-03-28,VACANT,Ethan Butala,2024-05-10 04:27:46
TH1450,PROP1844,West Delhi,1,11700,2024-09-09,2026-07-09,OCCUPIED,Lopa Nadig,2024-08-19 18:57:44
TH1451,PROP1436,DLF Phase 5,2,38100,2023-10-29,2024-09-29,OCCUPIED,Sai Parsa,2025-11-01 18:52:09
TH1452,PROP1357,Gurgaon Golf Course Road,4,88100,2023-11-09,2024-10-09,VACANT,Rachit Sankar,2024-11-24 08:53:43
TH1453,PROP1243,Rohini Sector 10,3,30400,2025-03-19,2027-01-19,OCCUPIED,Harshil Bal,2023-10-27 18:15:33
TH1454,PROP1143,Rohini Sector 10,2,21500,2025-03-18,2027-01-18,OCCUPIED,Lekha Arora,2024-06-05 08:19:08
TH1455,PROP1612,Gurgaon Sector 56,3,37500,2024-09-17,2026-07-17,OCCUPIED,Xavier Verma,2024-01-23 09:05:49
TH1456,PROP1274,Faridabad Sector 81,1,7100,2024-09-09,2026-07-09,VACANT,Amruta Mitra,2024-05-10 15:53:46
TH1457,PROP1284,Central Delhi,2,39500,2023-12-27,2025-10-27,VACANT,Radhika Majumdar,2024-10-24 23:22:25
TH1458,PROP1780,Noida Extension,4,23000,2025-01-01,2026-11-01,OCCUPIED,Jalsa Krishnamurthy,2026-05-21 04:00:20
TH1459,PROP1385,Ghaziabad Indirapuram,1,10100,2025-09-17,2026-08-17,OCCUPIED,Rohan Shankar,2023-11-15 18:36:35
TH1460,PROP1768,Noida Sector 150,3,30500,2024-06-18,2026-04-18,OCCUPIED,Gaurangi Rai,2025-12-18 14:33:04
TH1461,PROP1003,Gurgaon Golf Course Road,4,83600,2024-07-15,2026-05-15,VACANT,Qushi Deshpande,2024-06-14 18:09:29
TH1462,PROP1815,Noida Extension,2,15600,2025-05-11,2026-04-11,OCCUPIED,Varenya Murthy,2024-02-01 04:54:16
TH1463,PROP1331,Noida Sector 18,3,36800,2024-09-29,2025-08-29,OCCUPIED,Bishakha Swaminathan,2026-06-15 23:03:51
TH1464,PROP1497,North Delhi,1,9300,2025-11-23,2027-09-23,OCCUPIED,Krisha Mand,2026-01-01 05:06:44
TH1465,PROP1952,Gurgaon Sector 56,4,42700,2024-09-23,2026-07-23,OCCUPIED,Ryan Gole,2025-08-06 12:42:55
TH1466,PROP1706,Central Delhi,3,54000,2025-03-14,2027-01-14,OCCUPIED,Shaurya Sarma,2025-12-11 14:29:13
TH1467,PROP1370,Preet Vihar,1,13200,2026-01-16,2026-12-16,OCCUPIED,Nilima Tata,2023-12-21 01:33:35
TH1468,PROP1641,Noida Sector 62,2,19700,2024-06-16,2025-05-16,OCCUPIED,Mitesh Sampath,2025-12-02 04:06:00
TH1469,PROP1002,Rohini Sector 10,4,32400,2023-10-09,2024-09-09,OCCUPIED,Nandini Warrior,2025-01-26 16:03:43
TH1470,PROP1456,South Delhi,1,23800,2026-04-23,2027-03-23,NOTICE_PERIOD,Balhaar Parsa,2025-08-28 08:36:02
TH1471,PROP1433,Central Delhi,4,67800,2025-12-26,2027-10-26,OCCUPIED,Ikbal Kothari,2025-07-11 02:39:43
TH1472,PROP1826,DLF Phase 5,1,24800,2024-08-12,2026-06-12,OCCUPIED,Mugdha Narula,2026-06-13 17:15:07
TH1473,PROP1793,Central Delhi,2,37600,2024-11-03,2025-10-03,OCCUPIED,Guneet Kuruvilla,2024-03-20 19:33:07
TH1474,PROP1169,Ghaziabad Indirapuram,3,22100,2025-10-15,2026-09-15,VACANT,Sanaya Prasad,2024-09-22 03:17:32
TH1475,PROP1631,Ghaziabad Indirapuram,2,13500,2025-11-12,2026-10-12,OCCUPIED,Hemani Bakshi,2024-12-31 13:05:37
TH1476,PROP1127,Sohna Road Gurgaon,3,28000,2024-06-08,2026-04-08,VACANT,Jack Dhar,2024-08-06 05:37:24
TH1477,PROP1254,Noida Sector 150,1,13400,2024-07-30,2026-05-30,VACANT,Vasudha Pall,2024-12-24 07:18:24
TH1478,PROP1708,Vasant Kunj,3,41600,2024-11-11,2025-10-11,OCCUPIED,Eiravati Bhavsar,2024-06-14 13:39:22
TH1479,PROP1303,Hauz Khas,2,38000,2025-12-24,2026-11-24,OCCUPIED,Arin Oza,2025-06-30 13:22:25
TH1480,PROP1654,Lajpat Nagar,1,21800,2025-07-31,2027-05-31,OCCUPIED,Yagnesh Varty,2024-01-28 17:10:22
TH1481,PROP1882,Greater Noida,3,17000,2024-01-12,2024-12-12,VACANT,Turvi Kata,2025-12-11 16:20:05
TH1482,PROP1978,Lajpat Nagar,1,19900,2025-06-09,2026-05-09,OCCUPIED,Rachana Randhawa,2023-08-22 13:12:17
TH1483,PROP1041,Hauz Khas,4,68500,2025-05-23,2027-03-23,OCCUPIED,Shivani Sanghvi,2024-09-19 14:51:03
TH1484,PROP1412,Gurgaon Golf Course Road,2,42600,2025-08-30,2027-06-30,OCCUPIED,Arya Bhatnagar,2025-04-14 04:12:25
TH1485,PROP1944,Rohini Sector 10,2,20200,2025-12-12,2027-10-12,OCCUPIED,Jasmit Nanda,2024-02-22 12:02:41
TH1486,PROP1782,Lajpat Nagar,3,44000,2023-11-22,2024-10-22,OCCUPIED,Dhriti Rama,2025-05-21 09:16:34
TH1487,PROP1089,Greater Noida Pari Chowk,1,7100,2025-04-23,2026-03-23,OCCUPIED,Indira Shankar,2025-05-28 00:29:12
TH1488,PROP1760,Gurgaon Sector 45,1,12600,2025-12-28,2026-11-28,OCCUPIED,Frado Desai,2024-06-28 17:27:38
TH1489,PROP1168,Faridabad Sector 15,3,19700,2024-04-07,2026-02-07,OCCUPIED,Qadim Prakash,2025-08-19 09:01:20
TH1490,PROP1130,Noida Sector 150,1,15200,2025-01-30,2025-12-30,OCCUPIED,Lakshit Rajagopal,2024-10-27 02:17:48
TH1491,PROP1440,Noida Sector 150,1,13500,2025-01-03,2025-12-03,OCCUPIED,Ojas Suri,2024-06-02 01:05:47
TH1492,PROP1524,West Delhi,1,11000,2024-02-10,2025-01-10,OCCUPIED,Chatresh Parmer,2026-05-29 12:22:54
TH1493,PROP1262,DLF Phase 5,1,24300,2025-01-01,2025-12-01,OCCUPIED,Leena Tiwari,2025-07-06 03:29:09
TH1494,PROP1884,South Delhi,2,31200,2024-10-11,2026-08-11,OCCUPIED,Ojasvi Sawhney,2025-01-07 00:59:43
TH1495,PROP1154,Gurgaon Sector 45,1,14500,2023-10-19,2025-08-19,OCCUPIED,Thomas Master,2023-08-26 09:19:09
TH1496,PROP1255,Greater Noida,3,15900,2024-03-23,2025-02-23,OCCUPIED,Om Shankar,2025-04-01 08:35:45
TH1497,PROP1123,Faridabad Sector 81,1,7200,2025-11-12,2026-10-12,NOTICE_PERIOD,Yasti Chowdhury,2025-04-09 02:20:57
TH1498,PROP1071,Ghaziabad Vasundhara,3,19400,2024-05-09,2026-03-09,OCCUPIED,Benjamin Sastry,2025-03-11 05:07:57
TH1499,PROP1567,Ghaziabad Vasundhara,1,8200,2026-07-08,2028-05-08,OCCUPIED,Yug Mishra,2026-03-06 02:38:49
TH1500,PROP1312,Pitampura,4,40100,2023-08-25,2025-06-25,NOTICE_PERIOD,Ijaya Chahal,2024-11-13 15:52:18
TH1501,PROP1795,Dwarka Sector 21,2,22900,2026-07-13,2028-05-13,OCCUPIED,Shaurya Panchal,2026-02-19 00:45:58
TH1502,PROP1555,East Delhi,1,10800,2025-05-19,2026-04-19,VACANT,Noah Dewan,2025-11-27 12:55:46
TH1503,PROP1386,Noida Sector 62,1,12100,2025-12-27,2026-11-27,OCCUPIED,Indali Walia,2024-05-24 13:17:56
TH1504,PROP1985,Hauz Khas,2,39900,2025-03-01,2026-02-01,OCCUPIED,Brinda Mann,2025-04-09 02:54:55
TH1505,PROP1238,Faridabad Neharpar,4,17900,2026-05-28,2028-03-28,OCCUPIED,Krishna Sabharwal,2026-04-23 06:38:44
TH1506,PROP1766,Gurgaon Golf Course Road,1,29300,2026-07-11,2028-05-11,OCCUPIED,Kevin Krish,2023-12-28 19:19:56
TH1507,PROP1582,Hauz Khas,4,71100,2024-07-07,2025-06-07,OCCUPIED,Maya Suri,2023-12-24 08:15:17
TH1508,PROP1268,Noida Sector 76,4,34000,2025-06-12,2027-04-12,OCCUPIED,Keya Seth,2023-10-12 07:24:00
TH1509,PROP1279,Janakpuri,1,15800,2025-12-07,2026-11-07,VACANT,Neha Varma,2025-10-20 03:17:26
TH1510,PROP1599,DLF Phase 5,2,36200,2025-08-19,2027-06-19,OCCUPIED,Suhani Sura,2024-07-14 04:20:43
TH1511,PROP1417,Cyber City Gurgaon,3,54500,2023-07-23,2024-06-23,OCCUPIED,Tara Parmar,2026-02-07 01:00:33
TH1512,PROP1475,Preet Vihar,1,12300,2025-12-08,2027-10-08,VACANT,Tejas Sanghvi,2026-01-10 08:46:37
TH1513,PROP1714,Saket,2,30300,2025-01-12,2026-11-12,OCCUPIED,Bhanumati Nazareth,2025-03-12 06:18:21
TH1514,PROP1729,Pitampura,3,31400,2023-12-11,2024-11-11,OCCUPIED,Hemal Bava,2023-09-09 21:42:05
TH1515,PROP1267,Gurgaon Sector 45,1,15900,2025-06-05,2027-04-05,OCCUPIED,Amol Dash,2026-05-04 23:05:02
TH1516,PROP1564,Pitampura,1,14800,2024-01-09,2024-12-09,OCCUPIED,Aadi Sangha,2024-02-28 05:56:45
TH1517,PROP1064,Janakpuri,2,20400,2025-08-13,2027-06-13,OCCUPIED,Chasmum Dutt,2026-03-05 16:29:01
TH1518,PROP1646,Gurgaon Golf Course Road,3,69300,2026-03-06,2027-02-06,OCCUPIED,Jalsa Krishna,2023-10-19 20:57:47
TH1519,PROP1067,Dwarka Sector 21,4,48300,2025-07-17,2026-06-17,VACANT,Charles Randhawa,2025-06-06 01:13:05
TH1520,PROP1850,North Delhi,1,9300,2025-09-22,2027-07-22,OCCUPIED,Pushti Chand,2025-08-30 14:52:18
TH1521,PROP1947,Greater Noida Pari Chowk,4,19800,2023-07-22,2025-05-22,OCCUPIED,Faras Deo,2025-05-02 01:41:00
TH1522,PROP1177,East Delhi,2,16500,2025-02-08,2026-12-08,OCCUPIED,Aditya Anand,2025-08-21 17:50:21
TH1523,PROP1905,Golf Course Extension Road,1,18700,2025-12-31,2026-11-30,OCCUPIED,Kevin Sridhar,2023-10-07 04:07:09
TH1524,PROP1511,Greater Noida,4,19300,2024-09-12,2026-07-12,OCCUPIED,Harshil Munshi,2024-08-27 07:24:00
TH1525,PROP1430,Dwarka Sector 21,2,25800,2024-06-12,2025-05-12,NOTICE_PERIOD,Kiaan Dhar,2023-10-04 12:34:00
TH1526,PROP1801,East Delhi,4,27300,2025-03-28,2027-01-28,OCCUPIED,Ria Panchal,2025-09-20 03:31:29
TH1527,PROP1580,Faridabad Sector 81,3,16300,2025-06-07,2026-05-07,OCCUPIED,Nisha Savant,2026-02-17 20:12:10
TH1528,PROP1612,Janakpuri,1,15700,2023-10-23,2025-08-23,OCCUPIED,Logan Dasgupta,2025-04-27 13:43:04
TH1529,PROP1484,Faridabad Neharpar,3,14200,2024-09-13,2025-08-13,NOTICE_PERIOD,Divya Dey,2024-04-18 01:38:06
TH1530,PROP1103,Pitampura,2,21700,2025-06-25,2026-05-25,VACANT,Bhavani Bala,2026-02-04 14:47:00
TH1531,PROP1971,Janakpuri,4,38200,2025-07-10,2026-06-10,OCCUPIED,Samesh Vasa,2025-05-16 14:03:11
TH1532,PROP1607,Noida Sector 76,3,27700,2024-02-12,2025-01-12,OCCUPIED,Chakrika Bhagat,2025-11-26 09:22:39
TH1533,PROP1361,Golf Course Extension Road,2,30300,2025-12-06,2027-10-06,OCCUPIED,Warda Raju,2023-11-22 02:22:44
TH1534,PROP1180,Faridabad Sector 15,1,8200,2025-01-18,2025-12-18,OCCUPIED,Advik Patel,2026-05-09 21:11:56
TH1535,PROP1021,Faridabad Neharpar,4,15100,2023-12-12,2024-11-12,VACANT,Jasmit Gera,2025-11-03 07:08:42
TH1536,PROP1349,Gurgaon Sector 45,3,27500,2026-05-31,2027-04-30,OCCUPIED,Anay Bir,2023-08-05 16:15:25
TH1537,PROP1940,Golf Course Extension Road,1,19700,2024-03-13,2026-01-13,NOTICE_PERIOD,Mitali Toor,2024-05-30 11:22:38
TH1538,PROP1383,Noida Extension,1,8700,2025-09-08,2027-07-08,OCCUPIED,Pallavi Ratti,2023-10-19 21:09:17
TH1539,PROP1162,Greater Noida Pari Chowk,4,20500,2025-02-27,2026-01-27,OCCUPIED,Arunima Chacko,2024-06-25 03:14:08
TH1540,PROP1576,East Delhi,2,15600,2025-01-30,2025-12-30,OCCUPIED,Nachiket Yadav,2024-07-13 14:10:17
TH1541,PROP1752,Noida Sector 18,2,24000,2025-04-23,2026-03-23,NOTICE_PERIOD,Dayita Sarkar,2025-09-28 09:26:50
TH1542,PROP1972,Noida Extension,1,8400,2026-02-01,2027-12-01,VACANT,Yash Chadha,2026-04-29 16:43:20
TH1543,PROP1991,Janakpuri,1,15800,2023-11-25,2024-10-25,OCCUPIED,Dayamai Gill,2023-11-29 10:33:13
TH1544,PROP1080,Pitampura,3,35900,2025-09-03,2026-08-03,OCCUPIED,Nihal Taneja,2026-05-30 19:15:41
TH1545,PROP1987,Gurgaon Golf Course Road,3,62200,2025-02-12,2026-12-12,OCCUPIED,Ojas Prabhu,2023-12-07 15:27:26
TH1546,PROP1710,Lajpat Nagar,3,39500,2025-11-22,2026-10-22,OCCUPIED,Jacob Balan,2024-07-22 15:24:22
TH1547,PROP1050,Sohna Road Gurgaon,4,34200,2024-11-02,2025-10-02,VACANT,Adya Bose,2025-01-15 04:51:32
TH1548,PROP1505,Sohna Road Gurgaon,3,25500,2025-01-30,2025-12-30,VACANT,Xalak Ganesan,2024-08-27 10:42:57
TH1549,PROP1808,Janakpuri,2,21700,2024-04-25,2025-03-25,OCCUPIED,Jack Kari,2025-10-10 06:01:32
TH1550,PROP1327,Preet Vihar,1,12300,2023-07-23,2024-06-23,VACANT,Yash Batra,2024-12-19 11:39:10
TH1551,PROP1165,Lajpat Nagar,1,18700,2024-09-12,2026-07-12,OCCUPIED,Praneel Banik,2025-03-18 08:22:03
TH1552,PROP1442,Gurgaon Sector 56,4,39600,2026-04-16,2027-03-16,OCCUPIED,Udarsh Nagy,2024-04-18 14:10:26
TH1553,PROP1998,Dwarka Sector 21,4,47100,2026-04-18,2028-02-18,OCCUPIED,Anika Brahmbhatt,2025-04-07 19:22:07
TH1554,PROP1305,Pitampura,1,13300,2023-11-28,2025-09-28,OCCUPIED,Praneel Kapoor,2025-12-18 21:25:46
TH1555,PROP1370,South Delhi,4,56800,2026-06-29,2028-04-29,OCCUPIED,Ekapad Shroff,2026-02-24 11:49:10
TH1556,PROP1027,Rohini Sector 10,2,20700,2025-11-14,2026-10-14,OCCUPIED,Falak Chadha,2025-03-18 14:19:36
TH1557,PROP1119,Noida Sector 62,4,35700,2023-07-29,2025-05-29,OCCUPIED,Bishakha Modi,2025-10-08 22:21:51
TH1558,PROP1558,Sohna Road Gurgaon,2,17400,2024-04-11,2026-02-11,OCCUPIED,Wakeeta Hayre,2025-10-01 03:19:15
TH1559,PROP1457,Saket,3,38600,2025-03-10,2027-01-10,OCCUPIED,Matthew Ahuja,2026-05-08 05:02:47
TH1560,PROP1276,Hauz Khas,2,40300,2023-08-16,2024-07-16,OCCUPIED,Aditya Nayak,2023-07-23 03:58:30
TH1561,PROP1353,Greater Noida,2,12200,2025-07-09,2027-05-09,VACANT,Hemang Jha,2025-02-21 02:12:26
TH1562,PROP1429,Ghaziabad Raj Nagar Extension,2,9900,2024-04-06,2025-03-06,OCCUPIED,Darpan Dhar,2025-09-08 08:03:06
TH1563,PROP1875,Saket,2,25400,2023-10-30,2025-08-30,OCCUPIED,Zinal Sachar,2025-08-27 11:53:41
TH1564,PROP1172,Rohini Sector 10,2,18200,2024-08-31,2026-06-30,OCCUPIED,Girish Tiwari,2023-12-14 20:34:42
TH1565,PROP1700,Greater Noida Pari Chowk,2,12300,2026-01-03,2026-12-03,VACANT,David Saran,2025-07-16 10:00:03
TH1566,PROP1265,Noida Sector 76,1,10500,2023-12-11,2025-10-11,OCCUPIED,Advika Murty,2026-05-01 05:54:43
TH1567,PROP1878,Noida Sector 150,4,43600,2024-09-23,2025-08-23,VACANT,Eesha Sethi,2024-05-14 13:13:37
TH1568,PROP1639,Faridabad Neharpar,4,15500,2023-10-10,2024-09-10,OCCUPIED,Laban Chopra,2024-01-07 20:24:08
TH1569,PROP1603,DLF Phase 5,1,26400,2024-01-16,2024-12-16,VACANT,Dipta Ray,2023-11-30 20:34:31
TH1570,PROP1889,East Delhi,4,25500,2024-08-16,2026-06-16,OCCUPIED,Siya Morar,2024-12-10 06:16:57
TH1571,PROP1485,Saket,2,26500,2026-02-08,2027-01-08,OCCUPIED,Nakul Modi,2026-01-12 01:14:58
TH1572,PROP1698,Noida Extension,1,8900,2025-08-22,2027-06-22,OCCUPIED,Tanveer Narang,2023-12-31 02:02:23
TH1573,PROP1051,Ghaziabad Raj Nagar Extension,3,15300,2025-09-06,2026-08-06,OCCUPIED,Meghana Varghese,2023-09-13 04:47:44
TH1574,PROP1813,Noida Sector 62,3,26500,2024-06-12,2026-04-12,VACANT,Azaan Ravel,2026-02-11 23:13:02
TH1575,PROP1702,DLF Phase 5,2,36500,2025-03-20,2027-01-20,VACANT,Girindra Shere,2023-11-10 05:24:48
TH1576,PROP1329,Noida Sector 150,4,40600,2025-12-06,2026-11-06,OCCUPIED,Advik Bhatia,2026-01-16 10:03:40
TH1577,PROP1217,Greater Noida,4,22900,2026-06-30,2028-04-30,VACANT,Rudra Rattan,2024-09-01 10:25:12
TH1578,PROP1528,Gurgaon Sector 56,1,14900,2025-06-10,2027-04-10,OCCUPIED,Aashi Borde,2023-08-14 10:48:46
TH1579,PROP1872,Faridabad Neharpar,1,5700,2023-09-29,2024-08-29,VACANT,Kabir Chanda,2026-04-08 06:36:58
TH1580,PROP1256,Saket,4,45000,2026-01-14,2027-11-14,OCCUPIED,Jason Basak,2026-05-19 00:56:45
TH1581,PROP1281,West Delhi,4,30600,2023-09-14,2024-08-14,OCCUPIED,Megha Taneja,2023-08-22 20:49:53
TH1582,PROP1248,West Delhi,4,31300,2025-08-07,2026-07-07,NOTICE_PERIOD,Irya Kala,2026-04-11 19:27:28
TH1583,PROP1486,East Delhi,3,19300,2024-05-17,2026-03-17,OCCUPIED,Manthan Banerjee,2025-05-24 10:51:36
TH1584,PROP1706,Gurgaon Golf Course Road,3,55900,2025-05-26,2026-04-26,OCCUPIED,Wishi Sabharwal,2026-03-14 20:12:10
TH1585,PROP1586,Rohini Sector 10,2,20700,2024-12-26,2025-11-26,OCCUPIED,Ati Rajagopal,2023-12-18 22:27:41
TH1586,PROP1420,Faridabad Sector 81,1,8500,2024-02-24,2025-01-24,OCCUPIED,Anirudh Raja,2025-11-24 07:47:07
TH1587,PROP1136,Gurgaon Sector 45,1,13400,2024-08-17,2026-06-17,OCCUPIED,Hemangini Thakkar,2024-07-07 22:50:56
TH1588,PROP1727,Noida Sector 150,4,43400,2024-05-12,2026-03-12,OCCUPIED,Eiravati Kanda,2023-08-22 16:07:43
TH1589,PROP1224,Ghaziabad Vasundhara,3,19000,2025-12-24,2027-10-24,OCCUPIED,Dalbir Sodhi,2025-02-20 16:09:24
TH1590,PROP1008,Faridabad Sector 81,3,17000,2025-11-06,2027-09-06,OCCUPIED,Nathaniel Chaudhry,2024-04-18 03:29:37
TH1591,PROP1111,Ghaziabad Raj Nagar Extension,1,6200,2024-04-10,2026-02-10,OCCUPIED,Theodore Rama,2024-08-13 07:55:27
TH1592,PROP1883,Noida Sector 150,3,32000,2026-01-24,2027-11-24,OCCUPIED,Patrick Khalsa,2025-04-30 19:10:44
TH1593,PROP1530,Pitampura,1,16000,2025-12-19,2027-10-19,OCCUPIED,Ayaan Pandey,2026-05-24 19:44:41
TH1594,PROP1698,Central Delhi,1,28300,2025-03-29,2027-01-29,OCCUPIED,Waida More,2024-01-29 22:11:34
TH1595,PROP1429,Noida Extension,4,26600,2023-08-31,2024-07-31,OCCUPIED,Viraj Kanda,2023-08-12 09:34:45
TH1596,PROP1731,Janakpuri,4,43500,2024-12-25,2026-10-25,OCCUPIED,Saksham De,2024-07-28 22:33:48
TH1597,PROP1866,Gurgaon Sector 56,2,22800,2024-01-31,2025-11-30,OCCUPIED,Daniel Bains,2023-12-30 09:57:06
TH1598,PROP1265,Gurgaon Sector 45,3,31900,2025-08-30,2026-07-30,OCCUPIED,Indrajit Vora,2026-02-18 14:47:36
