visit_id,property_id,owner_id,user_name,user_email,user_phone,scheduled_time,status,notes,created_at
VST1293,PROP1539,OWN1229,Krishna Bhatnagar,krishnabhatnagar56@outlook.com,+91-785721444,2026-08-02 10:00 AM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:49:01
VST1294,PROP1925,OWN1259,Chaaya Jaggi,chaayajaggi83@gmail.com,+91-930112846,2026-06-23 11:30 AM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:47:31
VST1295,PROP1453,OWN1060,Diya Mukherjee,diyamukherjee36@outlook.com,+91-988268756,2026-07-21 04:00 PM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:49:06
VST1296,PROP1457,OWN1029,Zehaan Bansal,zehaanbansal26@yahoo.co.in,+91-965757342,2026-08-05 04:00 PM,PENDING,Looking for urgent possession.,2026-07-21 06:47:30
VST1297,PROP1474,OWN1158,Champak Narula,champaknarula12@outlook.com,+91-844152669,2026-07-07 10:00 AM,COMPLETED,Looking for urgent possession.,2026-07-21 06:48:43
VST1298,PROP1075,OWN1024,Mugdha Sarraf,mugdhasarraf54@yahoo.co.in,+91-918557710,2026-08-13 05:30 PM,CANCELLED,Interested in weekend morning visit.,2026-07-21 06:47:54
VST1299,PROP1957,OWN1242,Watika Tank,watikatank46@gmail.com,+91-834156684,2026-07-13 11:30 AM,COMPLETED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:43
VST1300,PROP1662,OWN1216,Fitan Samra,fitansamra58@yahoo.co.in,+91-860666702,2026-06-25 04:00 PM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:20
VST1301,PROP1896,OWN1277,Chaaya Nagi,chaayanagi93@gmail.com,+91-825922674,2026-06-27 11:30 AM,CANCELLED,Requested callback prior to arrival.,2026-07-21 06:47:47
VST1302,PROP1542,OWN1066,Damini Sehgal,daminisehgal38@outlook.com,+91-713051483,2026-07-27 02:00 PM,PENDING,Needs confirmation from owner regarding pets.,2026-07-21 06:47:59
VST1303,PROP1558,OWN1218,Indali Sekhon,indalisekhon58@outlook.com,+91-743220503,2026-06-23 04:00 PM,CONFIRMED,Visiting with family.,2026-07-21 06:48:52
VST1304,PROP1194,OWN1058,Radhika Maharaj,radhikamaharaj94@gmail.com,+91-892533595,2026-07-29 10:00 AM,CONFIRMED,Interested in weekend morning visit.,2026-07-21 06:48:42
VST1305,PROP1104,OWN1018,Falan Ravi,falanravi86@yahoo.co.in,+91-916533225,2026-07-12 11:30 AM,COMPLETED,Requested callback prior to arrival.,2026-07-21 06:48:44
VST1306,PROP1450,OWN1120,Azaan Dhar,azaandhar37@outlook.com,+91-728808678,2026-08-10 05:30 PM,CANCELLED,Wants to check parking space and metro distance.,2026-07-21 06:48:29
VST1307,PROP1836,OWN1295,Bakhshi Date,bakhshidate83@yahoo.co.in,+91-953038943,2026-06-25 11:30 AM,CONFIRMED,Wants to check parking space and metro distance.,2026-07-21 06:48:41
VST1308,PROP1677,OWN1267,Janaki Rajagopal,janakirajagopal62@gmail.com,+91-846930534,2026-08-16 10:00 AM,PENDING,Looking for urgent possession.,2026-07-21 06:47:11
VST1309,PROP1901,OWN1090,Shivani Prabhakar,shivaniprabhakar96@outlook.com,+91-884605013,2026-07-13 04:00 PM,CONFIRMED,Visiting with family.,2026-07-21 06:48:39
VST1310,PROP1965,OWN1196,Jeevika Rao,jeevikarao50@outlook.com,+91-965878146,2026-07-09 04:00 PM,CONFIRMED,Requested callback prior to arrival.,2026-07-21 06:47:41
VST1311,PROP1189,OWN1276,Atharv Grewal,atharvgrewal40@yahoo.co.in,+91-750364158,2026-07-20 06:30 PM,CONFIRMED,Requested callback prior to arrival.,2026-07-21 06:47:54
VST1312,PROP1937,OWN1030,Adweta Lad,adwetalad62@outlook.com,+91-884797762,2026-08-02 05:30 PM,CONFIRMED,Wants to check parking space and metro distance.,2026-07-21 06:47:33
VST1313,PROP1262,OWN1105,Vritti Iyengar,vrittiiyengar92@yahoo.co.in,+91-770369365,2026-06-28 02:00 PM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:50
VST1314,PROP1850,OWN1098,Orinder Saxena,orindersaxena44@gmail.com,+91-891197624,2026-08-19 05:30 PM,CONFIRMED,Interested in weekend morning visit.,2026-07-21 06:48:45
VST1315,PROP1193,OWN1287,Idika Bhattacharyya,idikabhattacharyya71@gmail.com,+91-754689713,2026-07-23 02:00 PM,CANCELLED,Interested in weekend morning visit.,2026-07-21 06:47:42
VST1316,PROP1217,OWN1098,Nakul Ghosh,nakulghosh25@outlook.com,+91-974279671,2026-08-07 11:30 AM,COMPLETED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:09
VST1317,PROP1210,OWN1204,Sai Dewan,saidewan80@gmail.com,+91-847991562,2026-07-05 04:00 PM,PENDING,Needs confirmation from owner regarding pets.,2026-07-21 06:48:07
VST1318,PROP1368,OWN1158,Jyoti Sibal,jyotisibal56@yahoo.co.in,+91-976743428,2026-08-08 04:00 PM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:14
VST1319,PROP1481,OWN1164,Dominic More,dominicmore57@gmail.com,+91-865556767,2026-07-14 10:00 AM,PENDING,Wants to check parking space and metro distance.,2026-07-21 06:48:34
VST1320,PROP1760,OWN1075,Nirja Rout,nirjarout43@gmail.com,+91-988387434,2026-08-09 05:30 PM,COMPLETED,Visiting with family.,2026-07-21 06:47:16
VST1321,PROP1157,OWN1101,Ethan Sengupta,ethansengupta39@yahoo.co.in,+91-886475853,2026-07-18 11:30 AM,PENDING,Needs confirmation from owner regarding pets.,2026-07-21 06:48:10
VST1322,PROP1967,OWN1173,Qabil Dayal,qabildayal72@yahoo.co.in,+91-996126771,2026-07-16 06:30 PM,PENDING,Wants to check parking space and metro distance.,2026-07-21 06:48:57
VST1323,PROP1751,OWN1181,Jeet Vasa,jeetvasa27@gmail.com,+91-983356206,2026-06-30 04:00 PM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:47:27
VST1324,PROP1658,OWN1031,Umang Pal,umangpal14@outlook.com,+91-799686372,2026-08-16 10:00 AM,COMPLETED,Requested callback prior to arrival.,2026-07-21 06:48:10
VST1325,PROP1141,OWN1119,Farhan Krishna,farhankrishna29@gmail.com,+91-739356057,2026-07-02 05:30 PM,PENDING,Interested in weekend morning visit.,2026-07-21 06:49:02
VST1326,PROP1633,OWN1248,Jeremiah Mitter,jeremiahmitter72@outlook.com,+91-710887495,2026-07-27 05:30 PM,PENDING,Interested in weekend morning visit.,2026-07-21 06:47:19
VST1327,PROP1018,OWN1272,Mitesh Garg,miteshgarg45@outlook.com,+91-948478684,2026-07-30 10:00 AM,PENDING,Needs confirmation from owner regarding pets.,2026-07-21 06:48:34
VST1328,PROP1691,OWN1221,Benjamin Balakrishnan,benjaminbalakrishnan23@gmail.com,+91-780381817,2026-06-25 11:30 AM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:49:01
VST1329,PROP1540,OWN1130,Shivansh Saha,shivanshsaha44@yahoo.co.in,+91-820605783,2026-07-28 02:00 PM,CANCELLED,Requested callback prior to arrival.,2026-07-21 06:47:11
VST1330,PROP1579,OWN1125,Chasmum Subramanian,chasmumsubramanian38@outlook.com,+91-820820219,2026-07-05 06:30 PM,CANCELLED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:44
VST1331,PROP1778,OWN1017,Chameli Setty,chamelisetty61@gmail.com,+91-860622842,2026-06-25 05:30 PM,PENDING,Needs confirmation from owner regarding pets.,2026-07-21 06:47:15
VST1332,PROP1010,OWN1088,Ojasvi Sule,ojasvisule73@gmail.com,+91-896557984,2026-07-18 02:00 PM,PENDING,Interested in weekend morning visit.,2026-07-21 06:47:48
VST1333,PROP1917,OWN1271,Dhriti Nagar,dhritinagar39@gmail.com,+91-786072480,2026-08-04 04:00 PM,CONFIRMED,Interested in weekend morning visit.,2026-07-21 06:48:51
VST1334,PROP1701,OWN1144,Kalpit Prabhakar,kalpitprabhakar82@outlook.com,+91-914416002,2026-07-21 11:30 AM,CANCELLED,Visiting with family.,2026-07-21 06:47:20
VST1335,PROP1017,OWN1107,Unnati Das,unnatidas28@outlook.com,+91-963458386,2026-07-07 10:00 AM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:47:37
VST1336,PROP1247,OWN1291,Chandresh Mannan,chandreshmannan96@yahoo.co.in,+91-954524025,2026-08-16 04:00 PM,COMPLETED,Wants to check parking space and metro distance.,2026-07-21 06:48:51
VST1337,PROP1810,OWN1041,Yuvraj Dutta,yuvrajdutta54@outlook.com,+91-723111164,2026-08-08 04:00 PM,CONFIRMED,Interested in weekend morning visit.,2026-07-21 06:49:00
VST1338,PROP1349,OWN1204,Ranveer Dutta,ranveerdutta13@yahoo.co.in,+91-946685332,2026-07-20 04:00 PM,PENDING,Visiting with family.,2026-07-21 06:48:09
VST1339,PROP1567,OWN1193,Darika Tank,darikatank33@yahoo.co.in,+91-988634827,2026-06-22 06:30 PM,PENDING,Looking for urgent possession.,2026-07-21 06:49:01
VST1340,PROP1303,OWN1127,Wridesh Kale,wrideshkale19@outlook.com,+91-745966597,2026-07-26 11:30 AM,PENDING,Needs confirmation from owner regarding pets.,2026-07-21 06:47:13
VST1341,PROP1158,OWN1200,Warda Singhal,wardasinghal56@yahoo.co.in,+91-722283664,2026-07-08 10:00 AM,CANCELLED,Requested callback prior to arrival.,2026-07-21 06:47:08
VST1342,PROP1369,OWN1139,Raagini Desai,raaginidesai26@gmail.com,+91-735151299,2026-08-12 04:00 PM,PENDING,Looking for urgent possession.,2026-07-21 06:48:35
VST1343,PROP1525,OWN1209,Jasmit Bath,jasmitbath13@gmail.com,+91-757501571,2026-07-15 05:30 PM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:48:16
VST1344,PROP1804,OWN1167,Janani Mani,jananimani11@yahoo.co.in,+91-865540647,2026-06-25 04:00 PM,COMPLETED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:08
VST1345,PROP1923,OWN1287,Jagat Dave,jagatdave83@gmail.com,+91-932761034,2026-08-18 06:30 PM,PENDING,Wants to check parking space and metro distance.,2026-07-21 06:47:55
VST1346,PROP1276,OWN1155,Jasmit Dhawan,jasmitdhawan73@yahoo.co.in,+91-718491573,2026-07-02 11:30 AM,PENDING,Requested callback prior to arrival.,2026-07-21 06:48:09
VST1347,PROP1307,OWN1248,Chakradev Barad,chakradevbarad56@gmail.com,+91-843096758,2026-06-29 06:30 PM,COMPLETED,Looking for urgent possession.,2026-07-21 06:47:47
VST1348,PROP1632,OWN1101,Zilmil Shan,zilmilshan23@yahoo.co.in,+91-750890504,2026-06-29 10:00 AM,CANCELLED,Visiting with family.,2026-07-21 06:48:55
VST1349,PROP1862,OWN1195,Falak Nagar,falaknagar66@yahoo.co.in,+91-867796330,2026-06-30 06:30 PM,CANCELLED,Wants to check parking space and metro distance.,2026-07-21 06:49:06
VST1350,PROP1308,OWN1165,Gayathri Tripathi,gayathritripathi98@outlook.com,+91-774291599,2026-08-09 02:00 PM,CONFIRMED,Requested callback prior to arrival.,2026-07-21 06:48:11
VST1351,PROP1992,OWN1164,Vaishnavi Badal,vaishnavibadal98@yahoo.co.in,+91-975901885,2026-07-13 05:30 PM,COMPLETED,Visiting with family.,2026-07-21 06:48:28
VST1352,PROP1386,OWN1144,Darika Bala,darikabala56@yahoo.co.in,+91-785678734,2026-07-26 11:30 AM,PENDING,Looking for urgent possession.,2026-07-21 06:47:39
VST1353,PROP1185,OWN1282,Charan Srinivasan,charansrinivasan69@gmail.com,+91-938138531,2026-07-01 04:00 PM,COMPLETED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:23
VST1354,PROP1071,OWN1210,Manbir Kibe,manbirkibe73@outlook.com,+91-795004924,2026-06-22 02:00 PM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:49:01
VST1355,PROP1158,OWN1217,Rayaan Bahl,rayaanbahl19@yahoo.co.in,+91-890253323,2026-07-17 04:00 PM,PENDING,Looking for urgent possession.,2026-07-21 06:47:58
VST1356,PROP1519,OWN1215,Samar Roy,samarroy14@outlook.com,+91-882062301,2026-07-21 05:30 PM,COMPLETED,Interested in weekend morning visit.,2026-07-21 06:48:21
VST1357,PROP1112,OWN1128,David Devi,daviddevi95@outlook.com,+91-832325574,2026-07-22 06:30 PM,COMPLETED,Looking for urgent possession.,2026-07-21 06:48:15
VST1358,PROP1661,OWN1205,Krisha Murthy,krishamurthy65@yahoo.co.in,+91-711415698,2026-08-17 10:00 AM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:48:03
VST1359,PROP1765,OWN1266,Irya Lalla,iryalalla84@outlook.com,+91-987206788,2026-07-27 11:30 AM,PENDING,Requested callback prior to arrival.,2026-07-21 06:47:31
VST1360,PROP1475,OWN1257,Arya Misra,aryamisra54@gmail.com,+91-774796438,2026-07-04 10:00 AM,CONFIRMED,Interested in weekend morning visit.,2026-07-21 06:49:04
VST1361,PROP1119,OWN1073,Bhavya Johal,bhavyajohal49@yahoo.co.in,+91-871113711,2026-08-01 11:30 AM,PENDING,Visiting with family.,2026-07-21 06:48:06
VST1362,PROP1488,OWN1050,Ikshita Mahal,ikshitamahal99@yahoo.co.in,+91-852803305,2026-07-08 10:00 AM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:16
VST1363,PROP1118,OWN1012,Megha Pai,meghapai92@yahoo.co.in,+91-732059232,2026-08-17 06:30 PM,CONFIRMED,Wants to check parking space and metro distance.,2026-07-21 06:48:44
VST1364,PROP1566,OWN1082,Brijesh Mani,brijeshmani81@yahoo.co.in,+91-872015859,2026-08-17 11:30 AM,COMPLETED,Needs confirmation from owner regarding pets.,2026-07-21 06:47:17
VST1365,PROP1189,OWN1096,Aahana Srinivas,aahanasrinivas94@outlook.com,+91-863094168,2026-07-03 10:00 AM,COMPLETED,Wants to check parking space and metro distance.,2026-07-21 06:48:47
VST1366,PROP1461,OWN1220,Anita Devan,anitadevan10@yahoo.co.in,+91-938829445,2026-06-27 11:30 AM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:36
VST1367,PROP1829,OWN1033,Xavier Bedi,xavierbedi23@outlook.com,+91-935093324,2026-07-31 02:00 PM,CONFIRMED,Requested callback prior to arrival.,2026-07-21 06:48:11
VST1368,PROP1117,OWN1135,Charles Chaudhry,charleschaudhry72@outlook.com,+91-995779702,2026-07-15 02:00 PM,PENDING,Looking for urgent possession.,2026-07-21 06:48:34
VST1369,PROP1402,OWN1059,Laksh Ahluwalia,lakshahluwalia55@yahoo.co.in,+91-892861016,2026-08-17 11:30 AM,COMPLETED,Needs confirmation from owner regarding pets.,2026-07-21 06:49:05
VST1370,PROP1820,OWN1153,Niharika Soni,niharikasoni85@outlook.com,+91-727978165,2026-07-19 02:00 PM,CONFIRMED,Visiting with family.,2026-07-21 06:47:31
VST1371,PROP1120,OWN1094,Ekani Mangal,ekanimangal98@yahoo.co.in,+91-778561753,2026-07-29 04:00 PM,PENDING,Wants to check parking space and metro distance.,2026-07-21 06:48:56
VST1372,PROP1589,OWN1197,Vincent Warrior,vincentwarrior33@yahoo.co.in,+91-895295586,2026-08-04 05:30 PM,COMPLETED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:50
VST1373,PROP1954,OWN1089,Parth Sahni,parthsahni31@outlook.com,+91-848766747,2026-08-12 11:30 AM,CONFIRMED,Requested callback prior to arrival.,2026-07-21 06:47:29
VST1374,PROP1635,OWN1028,Mekhala Tandon,mekhalatandon11@yahoo.co.in,+91-828325379,2026-07-02 11:30 AM,COMPLETED,Looking for urgent possession.,2026-07-21 06:48:37
VST1375,PROP1518,OWN1254,Baljiwan Andra,baljiwanandra97@yahoo.co.in,+91-865784972,2026-07-08 06:30 PM,COMPLETED,Requested callback prior to arrival.,2026-07-21 06:48:20
VST1376,PROP1172,OWN1043,Bhavani Sha,bhavanisha13@outlook.com,+91-749203644,2026-08-19 10:00 AM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:48:13
VST1377,PROP1296,OWN1087,Krish Thaman,krishthaman82@yahoo.co.in,+91-976479831,2026-07-19 05:30 PM,PENDING,Looking for urgent possession.,2026-07-21 06:47:31
VST1378,PROP1117,OWN1138,Ganga Gaba,gangagaba56@outlook.com,+91-915584869,2026-08-03 06:30 PM,PENDING,Wants to check parking space and metro distance.,2026-07-21 06:48:25
VST1379,PROP1436,OWN1053,Akshay Nazareth,akshaynazareth93@outlook.com,+91-749957816,2026-08-07 10:00 AM,PENDING,Visiting with family.,2026-07-21 06:48:16
VST1380,PROP1883,OWN1045,Parth Ravi,parthravi25@yahoo.co.in,+91-738169370,2026-08-09 06:30 PM,PENDING,Visiting with family.,2026-07-21 06:48:09
VST1381,PROP1882,OWN1220,Nandini Chandran,nandinichandran88@gmail.com,+91-737732020,2026-07-02 11:30 AM,COMPLETED,Looking for urgent possession.,2026-07-21 06:47:24
VST1382,PROP1360,OWN1273,Yuvraj Ahuja,yuvrajahuja86@yahoo.co.in,+91-932599227,2026-07-06 02:00 PM,CANCELLED,Visiting with family.,2026-07-21 06:47:36
VST1383,PROP1297,OWN1294,Forum Mittal,forummittal75@yahoo.co.in,+91-922780905,2026-07-25 11:30 AM,CANCELLED,Requested callback prior to arrival.,2026-07-21 06:48:16
VST1384,PROP1941,OWN1031,Jagvi Keer,jagvikeer93@yahoo.co.in,+91-727809465,2026-06-24 11:30 AM,CONFIRMED,Visiting with family.,2026-07-21 06:47:22
VST1385,PROP1849,OWN1127,Nathaniel Ravi,nathanielravi60@outlook.com,+91-829081953,2026-08-01 05:30 PM,COMPLETED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:58
VST1386,PROP1425,OWN1193,Jacob Merchant,jacobmerchant19@yahoo.co.in,+91-922494970,2026-07-13 04:00 PM,PENDING,Visiting with family.,2026-07-21 06:47:34
VST1387,PROP1712,OWN1189,Vanya Dua,vanyadua72@yahoo.co.in,+91-888108751,2026-07-18 10:00 AM,COMPLETED,Needs confirmation from owner regarding pets.,2026-07-21 06:49:06
VST1388,PROP1096,OWN1235,Ojasvi Sinha,ojasvisinha95@outlook.com,+91-958079840,2026-08-05 10:00 AM,COMPLETED,Requested callback prior to arrival.,2026-07-21 06:48:44
VST1389,PROP1224,OWN1220,Yug Bumb,yugbumb73@gmail.com,+91-853334226,2026-07-22 02:00 PM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:48:11
VST1390,PROP1134,OWN1290,Faras Choudhury,faraschoudhury53@yahoo.co.in,+91-916497381,2026-06-24 10:00 AM,CONFIRMED,Requested callback prior to arrival.,2026-07-21 06:48:13
VST1391,PROP1017,OWN1064,Mason Gala,masongala66@gmail.com,+91-810090721,2026-07-10 04:00 PM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:10
VST1392,PROP1932,OWN1068,Samesh Suresh,sameshsuresh48@outlook.com,+91-746778269,2026-06-26 10:00 AM,COMPLETED,Visiting with family.,2026-07-21 06:48:09
VST1393,PROP1085,OWN1191,Sudiksha Deo,sudikshadeo93@outlook.com,+91-716950770,2026-07-21 04:00 PM,COMPLETED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:02
VST1394,PROP1717,OWN1120,Turvi Morar,turvimorar93@yahoo.co.in,+91-722775337,2026-08-03 10:00 AM,CONFIRMED,Interested in weekend morning visit.,2026-07-21 06:47:55
VST1395,PROP1136,OWN1116,Tejas Bora,tejasbora97@outlook.com,+91-811246473,2026-06-23 10:00 AM,COMPLETED,Interested in weekend morning visit.,2026-07-21 06:47:49
VST1396,PROP1881,OWN1217,Darpan Biswas,darpanbiswas26@outlook.com,+91-819506414,2026-08-19 11:30 AM,PENDING,Needs confirmation from owner regarding pets.,2026-07-21 06:48:04
VST1397,PROP1826,OWN1053,Nilima Gole,nilimagole50@gmail.com,+91-850165370,2026-08-06 11:30 AM,PENDING,Wants to check parking space and metro distance.,2026-07-21 06:48:39
VST1398,PROP1657,OWN1074,Kavya Raja,kavyaraja77@gmail.com,+91-911137460,2026-07-17 05:30 PM,COMPLETED,Requested callback prior to arrival.,2026-07-21 06:48:58
VST1399,PROP1360,OWN1110,Keya Buch,keyabuch29@outlook.com,+91-892688322,2026-07-31 06:30 PM,PENDING,Wants to check parking space and metro distance.,2026-07-21 06:48:27
VST1400,PROP1089,OWN1052,Ijaya Dani,ijayadani25@gmail.com,+91-961543890,2026-07-01 02:00 PM,CANCELLED,Visiting with family.,2026-07-21 06:48:12
VST1401,PROP1811,OWN1072,Udant Aggarwal,udantaggarwal45@gmail.com,+91-921307671,2026-08-05 11:30 AM,PENDING,Looking for urgent possession.,2026-07-21 06:49:05
VST1402,PROP1739,OWN1146,Panini Wali,paniniwali13@outlook.com,+91-950486688,2026-07-13 11:30 AM,PENDING,Looking for urgent possession.,2026-07-21 06:47:35
VST1403,PROP1194,OWN1201,Hiral Dubey,hiraldubey92@yahoo.co.in,+91-742123815,2026-07-07 04:00 PM,PENDING,Wants to check parking space and metro distance.,2026-07-21 06:49:00
VST1404,PROP1512,OWN1037,Azad Saini,azadsaini11@outlook.com,+91-852476240,2026-07-27 11:30 AM,PENDING,Looking for urgent possession.,2026-07-21 06:49:00
VST1405,PROP1431,OWN1188,Wridesh Jhaveri,wrideshjhaveri97@outlook.com,+91-773218512,2026-06-25 10:00 AM,CONFIRMED,Interested in weekend morning visit.,2026-07-21 06:48:19
VST1406,PROP1015,OWN1135,Chanakya Konda,chanakyakonda15@gmail.com,+91-763415303,2026-08-04 05:30 PM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:47:56
VST1407,PROP1514,OWN1213,Teerth Bhalla,teerthbhalla99@yahoo.co.in,+91-821063273,2026-06-29 06:30 PM,PENDING,Looking for urgent possession.,2026-07-21 06:49:07
VST1408,PROP1157,OWN1143,Eiravati Nagi,eiravatinagi49@gmail.com,+91-778626154,2026-07-05 11:30 AM,CANCELLED,Wants to check parking space and metro distance.,2026-07-21 06:48:53
VST1409,PROP1550,OWN1168,Odika Mital,odikamital85@yahoo.co.in,+91-997219985,2026-07-07 06:30 PM,COMPLETED,Visiting with family.,2026-07-21 06:48:14
VST1410,PROP1716,OWN1224,Prisha Tandon,prishatandon40@outlook.com,+91-742813517,2026-06-23 10:00 AM,CANCELLED,Interested in weekend morning visit.,2026-07-21 06:47:49
VST1411,PROP1465,OWN1029,Eiravati Saha,eiravatisaha95@yahoo.co.in,+91-998322292,2026-07-15 06:30 PM,CONFIRMED,Interested in weekend morning visit.,2026-07-21 06:47:43
VST1412,PROP1725,OWN1071,Urvashi Khosla,urvashikhosla11@outlook.com,+91-776627415,2026-08-10 02:00 PM,PENDING,Needs confirmation from owner regarding pets.,2026-07-21 06:47:44
VST1413,PROP1266,OWN1086,Ubika Bhardwaj,ubikabhardwaj26@yahoo.co.in,+91-946072958,2026-07-24 06:30 PM,COMPLETED,Interested in weekend morning visit.,2026-07-21 06:49:04
VST1414,PROP1344,OWN1220,Lipika Kibe,lipikakibe77@yahoo.co.in,+91-745292504,2026-07-06 06:30 PM,CANCELLED,Needs confirmation from owner regarding pets.,2026-07-21 06:47:47
VST1415,PROP1079,OWN1255,Shivani Prabhakar,shivaniprabhakar75@yahoo.co.in,+91-817440911,2026-06-26 04:00 PM,COMPLETED,Wants to check parking space and metro distance.,2026-07-21 06:48:34
VST1416,PROP1377,OWN1081,Charan Loyal,charanloyal23@yahoo.co.in,+91-925479814,2026-07-13 11:30 AM,COMPLETED,Interested in weekend morning visit.,2026-07-21 06:48:20
VST1417,PROP1046,OWN1007,Elijah Guha,elijahguha15@gmail.com,+91-858852098,2026-08-08 04:00 PM,CANCELLED,Wants to check parking space and metro distance.,2026-07-21 06:48:18
VST1418,PROP1954,OWN1019,Varenya Joshi,varenyajoshi93@outlook.com,+91-840133935,2026-08-12 02:00 PM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:47:47
VST1419,PROP1328,OWN1139,Siddharth Gupta,siddharthgupta83@gmail.com,+91-826025721,2026-08-17 05:30 PM,COMPLETED,Interested in weekend morning visit.,2026-07-21 06:47:22
VST1420,PROP1184,OWN1115,Xavier Jayaraman,xavierjayaraman15@outlook.com,+91-819251149,2026-07-14 04:00 PM,COMPLETED,Visiting with family.,2026-07-21 06:47:36
VST1421,PROP1336,OWN1045,Barkha Rai,barkharai68@outlook.com,+91-759515518,2026-07-18 11:30 AM,CONFIRMED,Visiting with family.,2026-07-21 06:48:25
VST1422,PROP1758,OWN1125,Advika Parsa,advikaparsa57@yahoo.co.in,+91-976217748,2026-07-21 11:30 AM,COMPLETED,Looking for urgent possession.,2026-07-21 06:48:07
VST1423,PROP1779,OWN1126,Upasna Nagarajan,upasnanagarajan10@gmail.com,+91-813209180,2026-08-14 11:30 AM,PENDING,Needs confirmation from owner regarding pets.,2026-07-21 06:47:52
VST1424,PROP1860,OWN1005,Chakradev Kant,chakradevkant10@yahoo.co.in,+91-960502752,2026-08-04 06:30 PM,COMPLETED,Interested in weekend morning visit.,2026-07-21 06:47:09
VST1425,PROP1211,OWN1272,Chakrika Dua,chakrikadua63@gmail.com,+91-818038980,2026-07-02 11:30 AM,COMPLETED,Interested in weekend morning visit.,2026-07-21 06:47:35
VST1426,PROP1045,OWN1119,Xalak Nazareth,xalaknazareth62@outlook.com,+91-959995026,2026-07-06 04:00 PM,CANCELLED,Interested in weekend morning visit.,2026-07-21 06:48:46
VST1427,PROP1595,OWN1049,Triveni Ganguly,triveniganguly27@outlook.com,+91-962928934,2026-08-03 10:00 AM,PENDING,Interested in weekend morning visit.,2026-07-21 06:47:50
VST1428,PROP1446,OWN1067,Vrinda Gour,vrindagour47@gmail.com,+91-852279780,2026-08-15 04:00 PM,COMPLETED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:13
VST1429,PROP1335,OWN1163,Bahadurjit Borde,bahadurjitborde44@yahoo.co.in,+91-720024377,2026-08-16 11:30 AM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:48:28
VST1430,PROP1112,OWN1080,Nitara Devan,nitaradevan31@gmail.com,+91-872552858,2026-08-10 02:00 PM,PENDING,Looking for urgent possession.,2026-07-21 06:47:35
VST1431,PROP1367,OWN1107,Aditya Kamdar,adityakamdar49@yahoo.co.in,+91-845568761,2026-07-21 10:00 AM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:47:52
VST1432,PROP1312,OWN1021,Vinaya Babu,vinayababu51@gmail.com,+91-722242388,2026-06-21 06:30 PM,CONFIRMED,Visiting with family.,2026-07-21 06:48:14
VST1433,PROP1406,OWN1263,Anay Wagle,anaywagle96@gmail.com,+91-844918995,2026-08-03 11:30 AM,CONFIRMED,Requested callback prior to arrival.,2026-07-21 06:48:12
VST1434,PROP1876,OWN1232,Anay Thakkar,anaythakkar80@outlook.com,+91-722713811,2026-08-08 04:00 PM,CONFIRMED,Wants to check parking space and metro distance.,2026-07-21 06:48:28
VST1435,PROP1125,OWN1007,Hredhaan Char,hredhaanchar38@gmail.com,+91-736592965,2026-07-22 04:00 PM,PENDING,Needs confirmation from owner regarding pets.,2026-07-21 06:47:36
VST1436,PROP1961,OWN1044,Irya Loke,iryaloke85@outlook.com,+91-820064609,2026-08-07 10:00 AM,CANCELLED,Wants to check parking space and metro distance.,2026-07-21 06:47:17
VST1437,PROP1925,OWN1228,Tripti Kohli,triptikohli21@gmail.com,+91-826445384,2026-08-19 10:00 AM,CANCELLED,Interested in weekend morning visit.,2026-07-21 06:47:35
VST1438,PROP1173,OWN1294,Azad Chander,azadchander60@yahoo.co.in,+91-813957046,2026-07-15 04:00 PM,COMPLETED,Wants to check parking space and metro distance.,2026-07-21 06:47:53
